version,date,num_downloads
0.3.0,2024-04-23 00:00:00+00:00,2
0.3.0,2024-04-24 00:00:00+00:00,1
0.3.0,2024-04-25 00:00:00+00:00,2
0.3.0,2024-05-01 00:00:00+00:00,2
0.3.0,2024-05-02 00:00:00+00:00,2
0.3.0,2024-05-03 00:00:00+00:00,1
0.3.0,2024-05-09 00:00:00+00:00,1
0.3.0,2024-05-13 00:00:00+00:00,4
0.3.0,2024-05-18 00:00:00+00:00,2
0.2.0,2024-04-24 00:00:00+00:00,2
0.2.0,2024-05-04 00:00:00+00:00,1
0.2.0,2024-05-13 00:00:00+00:00,1
0.2.0,2024-05-17 00:00:00+00:00,1
0.1.0rc1,2024-04-25 00:00:00+00:00,2
0.1.0rc1,2024-05-13 00:00:00+00:00,1
0.1.0,2024-04-24 00:00:00+00:00,2
0.1.0,2024-05-13 00:00:00+00:00,1
0.1.0,2024-05-14 00:00:00+00:00,1
