date,count,unique
2024-10-17 00:00:00+00:00,2,2
2024-10-18 00:00:00+00:00,4,2
2024-10-24 00:00:00+00:00,9,2
2024-10-25 00:00:00+00:00,19,9
2024-10-28 00:00:00+00:00,8,2
2024-10-29 00:00:00+00:00,4,2
2024-10-30 00:00:00+00:00,6,2
