date,count,unique
2024-04-04 00:00:00+00:00,8,4
2024-04-05 00:00:00+00:00,3,3
2024-04-08 00:00:00+00:00,5,1
2024-04-09 00:00:00+00:00,2,1
2024-04-11 00:00:00+00:00,21,6
2024-04-12 00:00:00+00:00,1,1
2024-04-13 00:00:00+00:00,2,2
2024-04-15 00:00:00+00:00,2,1
2024-04-16 00:00:00+00:00,5,2
